CollarSerialNumber,Year,Julianday,Hour,Minute,Activity,Temperature,Latitude,Longitude,HDOP,NumSats,FixTime,2D/3D,Date
039904,22,074,11,00,00,+20,+38.07064,-109.56562,01.3,07,038,3,2022-03-15
039904,22,074,12,00,02,+27,+38.07064,-109.56570,01.2,07,038,3,2022-03-15
039904,22,074,13,00,00,+37,+38.07064,-109.56568,01.2,07,038,3,2022-03-15
039904,22,074,14,00,22,+33,+38.16106,-109.61946,01.0,08,038,3,2022-03-15
039904,22,074,15,00,24,+33,+38.07067,-109.56566,01.6,05,038,3,2022-03-15
039904,22,074,16,00,00,+37,+38.07064,-109.56562,01.1,07,039,3,2022-03-15
039904,22,074,17,00,00,+34,+38.07064,-109.56566,00.9,08,038,3,2022-03-15
039904,22,074,17,20,00,+34,+38.07066,-109.56562,00.9,08,038,3,2022-03-15
039904,22,074,17,30,00,+34,+38.07064,-109.56562,00.8,09,038,3,2022-03-15
039904,22,074,17,40,00,+32,+38.07066,-109.56565,00.8,09,038,3,2022-03-15
039904,22,074,17,50,00,+32,+38.07071,-109.56562,01.0,08,038,3,2022-03-15
039904,22,074,18,00,00,+30,+38.07066,-109.56566,01.0,08,038,3,2022-03-15
039904,22,074,18,10,00,+29,+38.07065,-109.56562,01.1,07,038,3,2022-03-15
039904,22,074,18,20,00,+28,+38.07065,-109.56565,01.3,07,038,3,2022-03-15
039904,22,074,18,30,00,+27,+38.07068,-109.56566,01.4,06,038,3,2022-03-15
039904,22,074,18,40,00,+26,+38.07067,-109.56558,01.1,08,038,3,2022-03-15
039904,22,074,18,50,00,+25,+38.07062,-109.56554,01.3,07,038,3,2022-03-15
039904,22,074,19,00,00,+25,+38.07063,-109.56555,01.2,07,038,3,2022-03-15
039904,22,074,19,10,00,+24,+38.07065,-109.56562,01.2,07,038,3,2022-03-15
039904,22,074,19,20,00,+23,+38.07067,-109.56558,01.4,06,038,3,2022-03-15
039904,22,074,19,30,00,+23,+38.07067,-109.56558,00.9,08,038,3,2022-03-15
039904,22,074,19,40,00,+21,+38.07069,-109.56560,00.9,08,038,3,2022-03-15
039904,22,074,19,50,00,+21,+38.07066,-109.56555,00.9,08,038,3,2022-03-15
039904,22,074,20,00,00,+20,+38.07065,-109.56562,00.8,10,038,3,2022-03-15
039904,22,074,20,10,00,+20,+38.07066,-109.56560,00.8,10,038,3,2022-03-15
039904,22,074,20,20,00,+19,+38.07065,-109.56558,00.8,10,038,3,2022-03-15
039904,22,074,20,30,00,+19,+38.07064,-109.56562,00.8,09,038,3,2022-03-15
039904,22,074,20,40,00,+18,+38.07066,-109.56562,00.8,09,038,3,2022-03-15
039904,22,074,20,50,00,+18,+38.07064,-109.56564,00.7,10,038,3,2022-03-15
039904,22,074,21,00,00,+17,+38.07069,-109.56562,00.7,10,038,3,2022-03-15
039904,22,074,21,10,00,+17,+38.07064,-109.56562,00.8,09,038,3,2022-03-15
039904,22,074,21,20,00,+16,+38.07067,-109.56562,00.8,09,038,3,2022-03-15
039904,22,074,21,30,00,+16,+38.07067,-109.56562,00.9,08,038,3,2022-03-15
039904,22,074,21,40,00,+16,+38.07083,-109.56566,01.2,07,038,3,2022-03-15
